,symbol,profit,sector
26,AMZN,791870.0,Consumer Discretionary
66,BIO,512990.0,Health Care
407,NOW,315080.0,Information Technology
322,MSCI,309330.0,Financials
253,IPGP,265020.0,Information Technology
400,SPGI,247000.0,Financials
327,NFLX,242020.0,Communication Services
431,TDY,182080.0,Industrials
369,PNC,181710.0,Financials
296,MKTX,176950.0,Financials
